Record Length,15000,,Source,CH1,CH2
Sample Interval,40000.0000000000000,,Second,Volt,Volt
,,,190520000.00000000000,5.12000,4.04000
,,,190560000.00000000000,5.16000,4.08000
,,,190600000.00000000000,5.12000,4.08000
,,,190640000.00000000000,5.16000,4.12000
,,,190680000.00000000000,5.12000,4.12000
,,,190720000.00000000000,5.16000,4.12000
,,,190760000.00000000000,5.08000,4.08000
,,,190800000.00000000000,5.12000,4.16000
,,,190840000.00000000000,5.12000,4.12000
,,,190880000.00000000000,5.16000,4.12000
,,,190920000.00000000000,5.12000,4.12000
,,,190960000.00000000000,5.12000,4.12000
,,,191000000.00000000000,5.12000,4.12000
,,,191040000.00000000000,5.12000,4.12000
,,,191080000.00000000000,5.12000,4.08000
,,,191120000.00000000000,5.16000,4.08000
,,,191160000.00000000000,5.12000,4.12000
,,,191200000.00000000000,5.12000,4.12000
,,,191240000.00000000000,5.12000,4.12000
,,,191280000.00000000000,5.12000,4.12000
,,,191320000.00000000000,5.08000,4.12000
,,,191360000.00000000000,5.16000,4.08000
,,,191400000.00000000000,5.12000,4.12000
,,,191440000.00000000000,5.12000,4.12000
,,,191480000.00000000000,5.12000,4.12000
,,,191520000.00000000000,5.12000,4.12000
,,,191560000.00000000000,5.16000,4.12000
,,,191600000.00000000000,5.12000,4.08000
,,,191640000.00000000000,5.12000,4.12000
,,,191680000.00000000000,5.12000,4.04000
,,,191720000.00000000000,5.16000,4.08000
,,,191760000.00000000000,5.12000,4.08000
,,,191800000.00000000000,5.12000,4.08000
,,,191840000.00000000000,5.16000,4.08000
,,,191880000.00000000000,5.12000,4.12000
,,,191920000.00000000000,5.08000,4.12000
,,,191960000.00000000000,5.08000,4.12000
,,,192000000.00000000000,5.16000,4.08000
,,,192040000.00000000000,5.08000,4.12000
,,,192080000.00000000000,5.12000,4.12000
,,,192120000.00000000000,5.16000,4.08000
,,,192160000.00000000000,5.12000,4.12000
,,,192200000.00000000000,5.16000,4.12000
,,,192240000.00000000000,5.12000,4.12000
,,,192280000.00000000000,5.12000,4.12000
,,,192320000.00000000000,5.12000,4.08000
,,,192360000.00000000000,5.12000,4.12000
,,,192400000.00000000000,5.16000,4.12000
,,,192440000.00000000000,5.16000,4.12000
,,,192480000.00000000000,5.12000,4.08000
,,,192520000.00000000000,5.04000,4.08000
,,,192560000.00000000000,5.16000,4.12000
,,,192600000.00000000000,5.12000,4.12000
,,,192640000.00000000000,5.12000,4.16000
,,,192680000.00000000000,5.12000,4.12000
,,,192720000.00000000000,5.16000,4.12000
,,,192760000.00000000000,5.12000,4.12000
,,,192800000.00000000000,5.16000,4.12000
,,,192840000.00000000000,5.12000,4.08000
,,,192880000.00000000000,5.12000,4.08000
,,,192920000.00000000000,5.12000,4.12000
,,,192960000.00000000000,5.04000,4.12000
,,,193000000.00000000000,5.08000,4.08000
,,,193040000.00000000000,5.16000,4.12000
,,,193080000.00000000000,5.12000,4.12000
,,,193120000.00000000000,5.12000,4.08000
,,,193160000.00000000000,5.12000,4.08000
,,,193200000.00000000000,5.12000,4.04000
,,,193240000.00000000000,5.12000,4.12000
,,,193280000.00000000000,5.16000,4.12000
,,,193320000.00000000000,5.12000,4.12000
,,,193360000.00000000000,5.12000,4.08000
,,,193400000.00000000000,5.12000,4.12000
,,,193440000.00000000000,5.12000,4.08000
,,,193480000.00000000000,5.12000,4.08000
,,,193520000.00000000000,5.12000,4.08000
,,,193560000.00000000000,5.16000,4.08000
,,,193600000.00000000000,5.16000,4.12000
,,,193640000.00000000000,5.16000,4.08000
,,,193680000.00000000000,5.08000,4.12000
,,,193720000.00000000000,5.12000,4.08000
,,,193760000.00000000000,5.08000,4.12000
,,,193800000.00000000000,5.16000,4.12000
,,,193840000.00000000000,5.12000,4.04000
,,,193880000.00000000000,5.16000,4.08000
,,,193920000.00000000000,5.12000,4.12000
,,,193960000.00000000000,5.12000,4.12000
,,,194000000.00000000000,5.08000,4.08000
,,,194040000.00000000000,5.12000,4.08000
,,,194080000.00000000000,5.12000,4.08000
,,,194120000.00000000000,5.12000,4.12000
,,,194160000.00000000000,5.12000,4.12000
,,,194200000.00000000000,5.12000,4.08000
,,,194240000.00000000000,5.16000,4.08000
,,,194280000.00000000000,5.12000,4.08000
,,,194320000.00000000000,5.12000,4.12000
,,,194360000.00000000000,5.12000,4.08000
,,,194400000.00000000000,5.08000,4.12000
,,,194440000.00000000000,5.12000,4.08000
,,,194480000.00000000000,5.16000,4.12000
,,,194520000.00000000000,5.12000,4.08000
,,,194560000.00000000000,5.12000,4.12000
,,,194600000.00000000000,5.16000,4.12000
,,,194640000.00000000000,5.12000,4.08000
,,,194680000.00000000000,5.08000,4.08000
,,,194720000.00000000000,5.08000,4.12000
,,,194760000.00000000000,5.12000,4.12000
,,,194800000.00000000000,5.12000,4.12000
,,,194840000.00000000000,5.12000,4.12000
,,,194880000.00000000000,5.12000,4.08000
,,,194920000.00000000000,5.08000,4.08000
,,,194960000.00000000000,5.12000,4.08000
,,,195000000.00000000000,5.16000,4.04000
,,,195040000.00000000000,5.12000,4.12000
,,,195080000.00000000000,5.12000,4.12000
,,,195120000.00000000000,5.08000,4.12000
,,,195160000.00000000000,5.16000,4.08000
,,,195200000.00000000000,5.16000,4.12000
,,,195240000.00000000000,5.12000,4.08000
,,,195280000.00000000000,5.12000,4.08000
,,,195320000.00000000000,5.12000,4.12000
,,,195360000.00000000000,5.08000,4.08000
,,,195400000.00000000000,5.12000,4.08000
,,,195440000.00000000000,5.16000,4.08000
,,,195480000.00000000000,5.12000,4.12000
,,,195520000.00000000000,5.12000,4.12000
,,,195560000.00000000000,5.12000,4.12000
,,,195600000.00000000000,5.12000,4.08000
,,,195640000.00000000000,5.12000,4.12000
,,,195680000.00000000000,5.16000,4.12000
,,,195720000.00000000000,5.12000,4.04000
,,,195760000.00000000000,5.08000,4.12000
,,,195800000.00000000000,5.20000,4.12000
,,,195840000.00000000000,5.12000,4.12000
,,,195880000.00000000000,5.12000,4.08000
,,,195920000.00000000000,5.12000,4.08000
,,,195960000.00000000000,5.12000,4.08000
,,,196000000.00000000000,5.12000,4.12000
,,,196040000.00000000000,5.12000,4.12000
,,,196080000.00000000000,5.12000,4.08000
,,,196120000.00000000000,5.08000,4.12000
,,,196160000.00000000000,5.16000,4.08000
,,,196200000.00000000000,5.12000,4.08000
,,,196240000.00000000000,5.12000,4.08000
,,,196280000.00000000000,5.12000,4.08000
,,,196320000.00000000000,5.16000,4.08000
,,,196360000.00000000000,5.12000,4.12000
,,,196400000.00000000000,5.12000,4.12000
,,,196440000.00000000000,5.12000,4.04000
,,,196480000.00000000000,5.12000,4.08000
,,,196520000.00000000000,5.16000,4.08000
,,,196560000.00000000000,5.12000,4.08000
,,,196600000.00000000000,5.12000,4.12000
,,,196640000.00000000000,5.12000,4.12000
,,,196680000.00000000000,5.12000,4.12000
,,,196720000.00000000000,5.12000,4.12000
,,,196760000.00000000000,5.16000,4.08000
,,,196800000.00000000000,5.12000,4.12000
,,,196840000.00000000000,5.12000,4.08000
,,,196880000.00000000000,5.12000,4.08000
,,,196920000.00000000000,5.04000,4.12000
,,,196960000.00000000000,5.16000,4.08000
,,,197000000.00000000000,5.12000,4.12000
,,,197040000.00000000000,5.16000,4.08000
,,,197080000.00000000000,5.12000,4.12000
,,,197120000.00000000000,5.12000,4.08000
,,,197160000.00000000000,5.08000,4.12000
,,,197200000.00000000000,5.12000,4.12000
,,,197240000.00000000000,5.16000,4.08000
,,,197280000.00000000000,5.04000,4.12000
,,,197320000.00000000000,5.12000,4.08000
,,,197360000.00000000000,5.16000,4.16000
,,,197400000.00000000000,5.12000,4.12000
,,,197440000.00000000000,5.08000,4.12000
,,,197480000.00000000000,5.12000,4.12000
,,,197520000.00000000000,5.12000,4.08000
,,,197560000.00000000000,5.12000,4.12000
,,,197600000.00000000000,5.16000,4.08000
,,,197640000.00000000000,5.12000,4.12000
,,,197680000.00000000000,5.12000,4.04000
,,,197720000.00000000000,5.08000,4.08000
,,,197760000.00000000000,5.16000,4.12000
,,,197800000.00000000000,5.12000,4.08000
,,,197840000.00000000000,5.12000,4.12000
,,,197880000.00000000000,5.12000,4.08000
,,,197920000.00000000000,5.12000,4.12000
,,,197960000.00000000000,5.12000,4.12000
,,,198000000.00000000000,5.12000,4.12000
,,,198040000.00000000000,5.12000,4.12000
,,,198080000.00000000000,5.08000,4.12000
,,,198120000.00000000000,5.12000,4.08000
,,,198160000.00000000000,5.12000,4.12000
,,,198200000.00000000000,5.16000,4.08000
,,,198240000.00000000000,5.12000,4.04000
,,,198280000.00000000000,5.12000,4.08000
,,,198320000.00000000000,5.12000,4.08000
,,,198360000.00000000000,5.12000,4.12000
,,,198400000.00000000000,5.12000,4.08000
,,,198440000.00000000000,5.16000,4.12000
,,,198480000.00000000000,5.16000,4.08000
,,,198520000.00000000000,5.12000,4.08000
,,,198560000.00000000000,5.16000,4.08000
,,,198600000.00000000000,5.12000,4.12000
,,,198640000.00000000000,5.12000,4.12000
,,,198680000.00000000000,5.12000,4.04000
,,,198720000.00000000000,5.08000,4.12000
,,,198760000.00000000000,5.12000,4.08000
,,,198800000.00000000000,5.08000,4.12000
,,,198840000.00000000000,5.12000,4.12000
,,,198880000.00000000000,5.08000,4.12000
,,,198920000.00000000000,5.12000,4.12000
,,,198960000.00000000000,5.12000,4.12000
,,,199000000.00000000000,5.12000,4.12000
,,,199040000.00000000000,5.12000,4.12000
,,,199080000.00000000000,5.12000,4.08000
,,,199120000.00000000000,5.16000,4.08000
,,,199160000.00000000000,5.12000,4.12000
,,,199200000.00000000000,5.16000,4.08000
,,,199240000.00000000000,5.12000,4.12000
,,,199280000.00000000000,5.12000,4.12000
,,,199320000.00000000000,5.08000,4.04000
,,,199360000.00000000000,5.12000,4.12000
,,,199400000.00000000000,5.16000,4.12000
,,,199440000.00000000000,5.16000,4.12000
,,,199480000.00000000000,5.12000,4.12000
,,,199520000.00000000000,5.12000,4.08000
,,,199560000.00000000000,5.12000,4.12000
,,,199600000.00000000000,5.08000,4.12000
,,,199640000.00000000000,5.12000,4.08000
,,,199680000.00000000000,5.12000,4.12000
,,,199720000.00000000000,5.08000,4.08000
,,,199760000.00000000000,5.12000,4.08000
,,,199800000.00000000000,5.12000,4.08000
,,,199840000.00000000000,5.16000,4.12000
,,,199880000.00000000000,5.12000,4.12000
,,,199920000.00000000000,5.12000,4.12000
,,,199960000.00000000000,5.12000,4.12000
,,,200000000.00000000000,5.12000,4.12000
,,,200040000.00000000000,5.04000,4.12000
,,,200080000.00000000000,5.12000,4.08000
,,,200120000.00000000000,5.04000,4.08000
,,,200160000.00000000000,5.08000,4.12000
,,,200200000.00000000000,5.12000,4.16000
,,,200240000.00000000000,5.12000,4.12000
,,,200280000.00000000000,5.16000,4.08000
,,,200320000.00000000000,5.12000,4.08000
,,,200360000.00000000000,5.12000,4.12000
,,,200400000.00000000000,5.12000,4.08000
,,,200440000.00000000000,5.08000,4.08000
,,,200480000.00000000000,5.12000,4.12000
,,,200520000.00000000000,5.16000,4.12000
,,,200560000.00000000000,5.16000,4.12000
,,,200600000.00000000000,5.12000,4.12000
,,,200640000.00000000000,5.12000,4.12000
,,,200680000.00000000000,5.12000,4.12000
,,,200720000.00000000000,5.12000,4.04000
,,,200760000.00000000000,5.12000,4.12000
,,,200800000.00000000000,5.12000,4.12000
,,,200840000.00000000000,5.08000,4.12000
,,,200880000.00000000000,5.12000,4.12000
,,,200920000.00000000000,5.12000,4.12000
,,,200960000.00000000000,5.08000,4.04000
,,,201000000.00000000000,5.12000,4.08000
,,,201040000.00000000000,5.12000,4.08000
,,,201080000.00000000000,5.16000,4.08000
,,,201120000.00000000000,5.16000,4.12000
,,,201160000.00000000000,5.08000,4.12000
,,,201200000.00000000000,5.12000,4.12000
,,,201240000.00000000000,5.12000,4.12000
,,,201280000.00000000000,5.12000,4.12000
,,,201320000.00000000000,5.12000,4.08000
,,,201360000.00000000000,5.16000,4.12000
,,,201400000.00000000000,5.12000,4.08000
,,,201440000.00000000000,5.16000,4.12000
,,,201480000.00000000000,5.12000,4.12000
,,,201520000.00000000000,5.12000,4.08000
,,,201560000.00000000000,5.12000,4.12000
,,,201600000.00000000000,5.12000,4.12000
,,,201640000.00000000000,5.12000,4.04000
,,,201680000.00000000000,5.08000,4.12000
,,,201720000.00000000000,5.12000,4.12000
,,,201760000.00000000000,5.12000,4.08000
,,,201800000.00000000000,5.16000,4.12000
,,,201840000.00000000000,5.12000,4.08000
,,,201880000.00000000000,5.12000,4.08000
,,,201920000.00000000000,5.12000,4.12000
,,,201960000.00000000000,5.12000,4.12000
,,,202000000.00000000000,5.12000,4.12000
,,,202040000.00000000000,5.12000,4.12000
,,,202080000.00000000000,5.12000,4.12000
,,,202120000.00000000000,5.16000,4.08000
,,,202160000.00000000000,5.12000,4.12000
,,,202200000.00000000000,5.12000,4.08000
,,,202240000.00000000000,5.16000,4.04000
,,,202280000.00000000000,5.12000,4.08000
,,,202320000.00000000000,5.12000,4.12000
,,,202360000.00000000000,5.12000,4.08000
,,,202400000.00000000000,5.12000,4.12000
,,,202440000.00000000000,5.12000,4.16000
,,,202480000.00000000000,5.16000,4.12000
,,,202520000.00000000000,5.16000,4.12000
,,,202560000.00000000000,5.12000,4.08000
,,,202600000.00000000000,5.12000,4.12000
,,,202640000.00000000000,5.12000,4.08000
,,,202680000.00000000000,5.12000,4.08000
,,,202720000.00000000000,5.12000,4.08000
,,,202760000.00000000000,5.04000,4.12000
,,,202800000.00000000000,5.12000,4.12000
,,,202840000.00000000000,5.08000,4.12000
,,,202880000.00000000000,5.12000,4.12000
,,,202920000.00000000000,5.08000,4.08000
,,,202960000.00000000000,5.16000,4.12000
,,,203000000.00000000000,5.12000,4.12000
,,,203040000.00000000000,5.12000,4.12000
,,,203080000.00000000000,5.16000,4.08000
,,,203120000.00000000000,5.12000,4.08000
,,,203160000.00000000000,5.12000,4.12000
,,,203200000.00000000000,5.12000,4.16000
,,,203240000.00000000000,5.16000,4.04000
,,,203280000.00000000000,5.16000,4.12000
,,,203320000.00000000000,5.12000,4.12000
,,,203360000.00000000000,5.12000,4.08000
,,,203400000.00000000000,5.12000,4.08000
,,,203440000.00000000000,5.12000,4.12000
,,,203480000.00000000000,5.12000,4.08000
,,,203520000.00000000000,5.16000,4.08000
,,,203560000.00000000000,5.12000,4.08000
,,,203600000.00000000000,5.12000,4.12000
,,,203640000.00000000000,5.12000,4.04000
,,,203680000.00000000000,5.16000,4.12000
,,,203720000.00000000000,5.12000,4.08000
,,,203760000.00000000000,5.12000,4.12000
,,,203800000.00000000000,5.12000,4.12000
,,,203840000.00000000000,5.12000,4.12000
,,,203880000.00000000000,5.12000,4.12000
,,,203920000.00000000000,5.04000,4.12000
,,,203960000.00000000000,5.04000,4.12000
,,,204000000.00000000000,5.08000,4.12000
,,,204040000.00000000000,5.12000,4.08000
,,,204080000.00000000000,5.16000,4.08000
,,,204120000.00000000000,5.16000,4.08000
,,,204160000.00000000000,5.04000,4.12000
,,,204200000.00000000000,5.12000,4.08000
,,,204240000.00000000000,5.04000,4.08000
,,,204280000.00000000000,5.16000,4.08000
,,,204320000.00000000000,5.12000,4.12000
,,,204360000.00000000000,5.16000,4.12000
,,,204400000.00000000000,5.12000,4.12000
,,,204440000.00000000000,5.08000,4.12000
,,,204480000.00000000000,5.16000,4.12000
,,,204520000.00000000000,5.12000,4.08000
,,,204560000.00000000000,5.16000,4.12000
,,,204600000.00000000000,5.12000,4.04000
,,,204640000.00000000000,5.16000,4.12000
,,,204680000.00000000000,5.12000,4.12000
,,,204720000.00000000000,5.12000,4.12000
,,,204760000.00000000000,5.12000,4.12000
,,,204800000.00000000000,5.12000,4.12000
,,,204840000.00000000000,5.16000,4.04000
,,,204880000.00000000000,5.08000,4.16000
,,,204920000.00000000000,5.12000,4.12000
,,,204960000.00000000000,5.12000,4.08000
,,,205000000.00000000000,5.16000,4.08000
,,,205040000.00000000000,5.12000,4.12000
,,,205080000.00000000000,5.12000,4.08000
,,,205120000.00000000000,5.12000,4.12000
,,,205160000.00000000000,5.12000,4.08000
,,,205200000.00000000000,5.16000,4.12000
,,,205240000.00000000000,5.12000,4.04000
,,,205280000.00000000000,5.16000,4.12000
,,,205320000.00000000000,5.12000,4.08000
,,,205360000.00000000000,5.12000,4.12000
,,,205400000.00000000000,5.12000,4.08000
,,,205440000.00000000000,5.16000,4.12000
,,,205480000.00000000000,5.12000,4.12000
,,,205520000.00000000000,5.12000,4.12000
,,,205560000.00000000000,5.12000,4.12000
,,,205600000.00000000000,5.12000,4.12000
,,,205640000.00000000000,5.12000,4.12000
,,,205680000.00000000000,5.08000,4.12000
,,,205720000.00000000000,5.12000,4.12000
,,,205760000.00000000000,5.12000,4.12000
,,,205800000.00000000000,5.12000,4.12000
,,,205840000.00000000000,5.12000,4.08000
,,,205880000.00000000000,5.12000,4.08000
,,,205920000.00000000000,5.12000,4.08000
,,,205960000.00000000000,5.12000,4.08000
,,,206000000.00000000000,5.12000,4.12000
,,,206040000.00000000000,5.12000,4.12000
,,,206080000.00000000000,5.12000,4.08000
,,,206120000.00000000000,5.08000,4.04000
,,,206160000.00000000000,5.16000,4.12000
,,,206200000.00000000000,5.12000,4.08000
,,,206240000.00000000000,5.12000,4.12000
,,,206280000.00000000000,5.12000,4.08000
,,,206320000.00000000000,5.08000,4.08000
,,,206360000.00000000000,5.12000,4.12000
,,,206400000.00000000000,5.12000,4.12000
,,,206440000.00000000000,5.16000,4.12000
,,,206480000.00000000000,5.12000,4.12000
,,,206520000.00000000000,5.12000,4.12000
,,,206560000.00000000000,5.12000,4.12000
,,,206600000.00000000000,5.12000,4.12000
,,,206640000.00000000000,5.16000,4.12000
,,,206680000.00000000000,5.12000,4.08000
,,,206720000.00000000000,5.16000,4.12000
,,,206760000.00000000000,5.12000,4.12000
,,,206800000.00000000000,5.08000,4.08000
,,,206840000.00000000000,5.04000,4.08000
,,,206880000.00000000000,5.12000,4.12000
,,,206920000.00000000000,5.08000,4.12000
,,,206960000.00000000000,5.12000,4.12000
,,,207000000.00000000000,5.12000,4.08000
,,,207040000.00000000000,5.12000,4.12000
,,,207080000.00000000000,5.16000,4.12000
,,,207120000.00000000000,5.08000,4.08000
,,,207160000.00000000000,5.12000,4.08000
,,,207200000.00000000000,5.12000,4.08000
,,,207240000.00000000000,5.16000,4.04000
,,,207280000.00000000000,5.16000,4.08000
,,,207320000.00000000000,5.16000,4.08000
,,,207360000.00000000000,5.12000,4.12000
,,,207400000.00000000000,5.12000,4.16000
,,,207440000.00000000000,5.16000,4.08000
,,,207480000.00000000000,5.12000,4.08000
,,,207520000.00000000000,5.12000,4.12000
,,,207560000.00000000000,5.12000,4.12000
,,,207600000.00000000000,5.12000,4.12000
,,,207640000.00000000000,5.12000,4.12000
,,,207680000.00000000000,5.12000,4.12000
,,,207720000.00000000000,5.16000,4.08000
,,,207760000.00000000000,5.12000,4.08000
,,,207800000.00000000000,5.12000,4.08000
,,,207840000.00000000000,5.12000,4.12000
,,,207880000.00000000000,5.12000,4.08000
,,,207920000.00000000000,5.08000,4.08000
,,,207960000.00000000000,5.08000,4.08000
,,,208000000.00000000000,5.12000,4.12000
,,,208040000.00000000000,5.12000,4.12000
,,,208080000.00000000000,5.16000,4.08000
,,,208120000.00000000000,5.04000,4.08000
,,,208160000.00000000000,5.08000,4.08000
,,,208200000.00000000000,5.12000,4.12000
,,,208240000.00000000000,5.12000,4.12000
,,,208280000.00000000000,5.12000,4.12000
,,,208320000.00000000000,5.12000,4.08000
,,,208360000.00000000000,5.12000,4.04000
,,,208400000.00000000000,5.12000,4.12000
,,,208440000.00000000000,5.12000,4.12000
,,,208480000.00000000000,5.12000,4.08000
,,,208520000.00000000000,5.12000,4.08000
,,,208560000.00000000000,5.12000,4.12000
,,,208600000.00000000000,5.16000,4.08000
,,,208640000.00000000000,5.12000,4.12000
,,,208680000.00000000000,5.12000,4.12000
,,,208720000.00000000000,5.12000,4.12000
,,,208760000.00000000000,5.08000,4.08000
,,,208800000.00000000000,5.12000,4.12000
,,,208840000.00000000000,5.12000,4.08000
,,,208880000.00000000000,5.16000,4.08000
,,,208920000.00000000000,5.08000,4.12000
,,,208960000.00000000000,5.04000,4.12000
,,,209000000.00000000000,5.12000,4.08000
,,,209040000.00000000000,5.12000,4.12000
,,,209080000.00000000000,5.12000,4.08000
,,,209120000.00000000000,5.08000,4.08000
,,,209160000.00000000000,5.12000,4.12000
,,,209200000.00000000000,5.12000,4.12000
,,,209240000.00000000000,5.16000,4.12000
,,,209280000.00000000000,5.12000,4.12000
,,,209320000.00000000000,5.16000,4.12000
,,,209360000.00000000000,5.12000,4.12000
,,,209400000.00000000000,5.12000,4.12000
,,,209440000.00000000000,5.12000,4.08000
,,,209480000.00000000000,5.04000,4.08000
,,,209520000.00000000000,5.16000,4.08000
,,,209560000.00000000000,5.12000,4.12000
,,,209600000.00000000000,5.12000,4.08000
,,,209640000.00000000000,5.12000,4.12000
,,,209680000.00000000000,5.16000,4.08000
,,,209720000.00000000000,5.08000,4.08000
,,,209760000.00000000000,5.12000,4.08000
,,,209800000.00000000000,5.12000,4.08000
,,,209840000.00000000000,5.08000,4.08000
,,,209880000.00000000000,5.12000,4.12000
,,,209920000.00000000000,5.12000,4.12000
,,,209960000.00000000000,5.12000,4.12000
,,,210000000.00000000000,5.12000,4.12000
,,,210040000.00000000000,5.12000,4.12000
,,,210080000.00000000000,5.12000,4.08000
,,,210120000.00000000000,5.12000,4.12000
,,,210160000.00000000000,5.12000,4.12000
,,,210200000.00000000000,5.12000,4.12000
,,,210240000.00000000000,5.12000,4.12000
,,,210280000.00000000000,5.12000,4.08000
,,,210320000.00000000000,5.12000,4.12000
,,,210360000.00000000000,5.12000,4.08000
,,,210400000.00000000000,5.12000,4.12000
,,,210440000.00000000000,5.16000,4.08000
,,,210480000.00000000000,5.16000,4.12000
,,,210520000.00000000000,5.12000,4.12000
,,,210560000.00000000000,5.12000,4.12000
,,,210600000.00000000000,5.12000,4.12000
,,,210640000.00000000000,5.16000,4.12000
,,,210680000.00000000000,5.12000,4.12000
,,,210720000.00000000000,5.12000,4.08000
,,,210760000.00000000000,5.12000,4.12000
,,,210800000.00000000000,5.12000,4.08000
,,,210840000.00000000000,5.08000,4.08000
,,,210880000.00000000000,5.12000,4.12000
,,,210920000.00000000000,5.12000,4.12000
,,,210960000.00000000000,5.12000,4.12000
,,,211000000.00000000000,5.12000,4.08000
,,,211040000.00000000000,5.20000,4.12000
,,,211080000.00000000000,5.08000,4.12000
,,,211120000.00000000000,5.12000,4.08000
,,,211160000.00000000000,5.12000,4.08000
,,,211200000.00000000000,5.12000,4.12000
,,,211240000.00000000000,5.12000,4.08000
,,,211280000.00000000000,5.08000,4.12000
,,,211320000.00000000000,5.16000,4.08000
,,,211360000.00000000000,5.12000,4.04000
,,,211400000.00000000000,5.16000,4.12000
,,,211440000.00000000000,5.16000,4.08000
,,,211480000.00000000000,5.12000,4.12000
,,,211520000.00000000000,5.12000,4.08000
,,,211560000.00000000000,5.08000,4.08000
,,,211600000.00000000000,5.16000,4.12000
,,,211640000.00000000000,5.08000,4.12000
,,,211680000.00000000000,5.12000,4.12000
,,,211720000.00000000000,5.12000,4.12000
,,,211760000.00000000000,5.12000,4.08000
,,,211800000.00000000000,5.12000,4.12000
,,,211840000.00000000000,5.12000,4.12000
,,,211880000.00000000000,5.12000,4.08000
,,,211920000.00000000000,5.12000,4.12000
,,,211960000.00000000000,5.12000,4.12000
,,,212000000.00000000000,5.12000,4.08000
,,,212040000.00000000000,5.16000,4.12000
,,,212080000.00000000000,5.12000,4.08000
,,,212120000.00000000000,5.12000,4.08000
,,,212160000.00000000000,5.12000,4.12000
,,,212200000.00000000000,5.08000,4.12000
,,,212240000.00000000000,5.12000,4.08000
,,,212280000.00000000000,5.12000,4.08000
,,,212320000.00000000000,5.12000,4.12000
,,,212360000.00000000000,5.12000,4.08000
,,,212400000.00000000000,5.12000,4.08000
,,,212440000.00000000000,5.12000,4.08000
,,,212480000.00000000000,5.16000,4.12000
,,,212520000.00000000000,5.16000,4.12000
,,,212560000.00000000000,5.12000,4.12000
,,,212600000.00000000000,5.16000,4.12000
,,,212640000.00000000000,5.12000,4.08000
,,,212680000.00000000000,5.08000,4.12000
,,,212720000.00000000000,5.12000,4.12000
,,,212760000.00000000000,5.12000,4.12000
,,,212800000.00000000000,5.12000,4.08000
,,,212840000.00000000000,5.08000,4.12000
,,,212880000.00000000000,5.16000,4.12000
,,,212920000.00000000000,5.12000,4.12000
,,,212960000.00000000000,5.16000,4.12000
,,,213000000.00000000000,5.12000,4.08000
,,,213040000.00000000000,5.12000,4.12000
,,,213080000.00000000000,5.12000,4.08000
,,,213120000.00000000000,5.08000,4.04000
,,,213160000.00000000000,5.12000,4.08000
,,,213200000.00000000000,5.08000,4.08000
,,,213240000.00000000000,5.12000,4.12000
,,,213280000.00000000000,5.12000,4.12000
,,,213320000.00000000000,5.12000,4.12000
,,,213360000.00000000000,5.16000,4.08000
,,,213400000.00000000000,5.12000,4.12000
,,,213440000.00000000000,5.12000,4.12000
,,,213480000.00000000000,5.16000,4.12000
,,,213520000.00000000000,5.16000,4.12000
,,,213560000.00000000000,5.12000,4.12000
,,,213600000.00000000000,5.16000,4.12000
,,,213640000.00000000000,5.08000,4.12000
,,,213680000.00000000000,5.12000,4.08000
,,,213720000.00000000000,5.16000,4.08000
,,,213760000.00000000000,5.12000,4.12000
,,,213800000.00000000000,5.12000,4.12000
,,,213840000.00000000000,5.08000,4.12000
,,,213880000.00000000000,5.12000,4.08000
,,,213920000.00000000000,5.08000,4.12000
,,,213960000.00000000000,5.08000,4.12000
,,,214000000.00000000000,5.08000,4.12000
,,,214040000.00000000000,5.08000,4.08000
,,,214080000.00000000000,5.12000,4.12000
,,,214120000.00000000000,5.12000,4.12000
,,,214160000.00000000000,5.16000,4.12000
,,,214200000.00000000000,5.04000,4.12000
,,,214240000.00000000000,5.16000,4.08000
,,,214280000.00000000000,5.12000,4.12000
,,,214320000.00000000000,5.16000,4.12000
,,,214360000.00000000000,5.12000,4.12000
,,,214400000.00000000000,5.16000,4.04000
,,,214440000.00000000000,5.16000,4.08000
,,,214480000.00000000000,5.12000,4.12000
,,,214520000.00000000000,5.16000,4.12000
,,,214560000.00000000000,5.12000,4.12000
,,,214600000.00000000000,5.12000,4.08000
,,,214640000.00000000000,5.12000,4.12000
,,,214680000.00000000000,5.12000,4.12000
,,,214720000.00000000000,5.12000,4.08000
,,,214760000.00000000000,5.12000,4.08000
,,,214800000.00000000000,5.12000,4.12000
,,,214840000.00000000000,5.12000,4.12000
,,,214880000.00000000000,5.12000,4.12000
,,,214920000.00000000000,5.08000,4.12000
,,,214960000.00000000000,5.12000,4.12000
,,,215000000.00000000000,5.08000,4.08000
,,,215040000.00000000000,5.12000,4.12000
,,,215080000.00000000000,5.12000,4.12000
,,,215120000.00000000000,5.08000,4.08000
,,,215160000.00000000000,5.12000,4.12000
,,,215200000.00000000000,5.12000,4.08000
,,,215240000.00000000000,5.12000,4.12000
,,,215280000.00000000000,5.12000,4.12000
,,,215320000.00000000000,5.12000,4.12000
,,,215360000.00000000000,5.12000,4.12000
,,,215400000.00000000000,5.12000,4.12000
,,,215440000.00000000000,5.12000,4.12000
,,,215480000.00000000000,5.12000,4.08000
,,,215520000.00000000000,5.12000,4.08000
,,,215560000.00000000000,5.08000,4.08000
,,,215600000.00000000000,5.12000,4.12000
,,,215640000.00000000000,5.12000,4.12000
,,,215680000.00000000000,5.16000,4.12000
,,,215720000.00000000000,5.12000,4.08000
,,,215760000.00000000000,5.08000,4.12000
,,,215800000.00000000000,5.12000,4.12000
,,,215840000.00000000000,5.04000,4.08000
